code,name,type,address,postcode,fax,tel1,telservice,tel24,hasImport,email,callcenter,blacklist,lng,lat,星级数量,星级级别,信用积分,点评数,推荐率,推荐数,服务态度,服务同城,服务水平,办事效率,办事同城,办事水平,专业技能,专业同城,专业水平,诚信可靠,诚信同城,诚信水平,好评率,好评数,差评率,差评数
2250214,青岛晟力达汽车销售服务有限公司,4S店,山东省青岛市四方区重庆南路167号,266033,0532-86101900,/,0532-86101999,0532-86101991,0532-86101900,ming1119@vip.sina.com,0532-85035666,0532-86101900,120.396998,36.130766,4,2,1349,1415,99.08,1402,10,0,空,9.94,.23,下,10,0,空,9.94,.23,下,95.75,1355,.21,3
2250206,青岛顺驰汽车销售有限公司,4S店,山东省青岛市胶南市铁山西路208号,266400,0532-88176916,/,0532-88172166,0532-88172177,0532-88176916,qdsc66567@163.com,0532-89059116,0532-88176916,119.976162,35.886284,5,1,504,521,98.84,515,/,/,空,/,/,空,/,/,空,/,/,空,96.73,504,0,0
2250209,青岛市平度利源汽车销售服务中心,4S店,山东省青岛市平度市青岛路西端637号,266707,0532-88351829,/,0532-88350898,0532-88351788,0532-88351829,wxzpd@163169.net,0532-88351788,0532-88351829,119.921706,36.779675,2,2,806,855,98.36,841,10,0,空,10,.34,上,10,0,空,10,.34,上,94.73,810,.23,2
2250212,青岛瑞源宏业汽车销售服务有限公司,4S店,山东省青岛市黄岛区前港路207号,266510,0532-86818321,/,0532-86818877,0532-86815998,0532-86818321,svw2250212@163.com,0532-86815998,0532-86818321,120.174715,36.012989,2,2,946,980,99.18,972,10,0,空,10,.34,上,10,0,空,10,.34,上,96.53,946,0,0
2250213,青岛瑞青汽车销售服务有限公司,4S店,山东省青岛市即墨市城南环秀工业园,266200,0532-89068090,/,0532-86655588,13012517717,0532-89068090,svw74314440@bdchina.com,0532-86655577,0532-89068090,120.440476,36.347953,1,2,721,778,98.07,763,10,0,空,10,.34,上,10,0,空,10,.34,上,93.95,731,.64,5
2250215,青岛天邦汽车实业有限公司,4S店,山东省青岛市崂山区深圳路159号,266101,0532-66716200,/,0532-88910000,0532-88619999,0532-66716200,svw_tianbang@163.com,0532-87696666,0532-66716200,120.454977,36.124206,1,1,48,53,100,53,/,/,空,/,/,空,/,/,空,/,/,空,90.56,48,0,0
2250218,青岛天邦汽车销售服务有限公司,4S店,山东省青岛市崂山区海尔路20号,266000,0532-66716200,/,/,/,0532-66716200,dd1857@163.com,/,0532-66716200,120.430203,36.134104,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
6250201,青岛大学海源汽车销售服务有限公司,城市展厅,山东省青岛市崂山区香港东路9号,266061,0532-85892555,/,0532-85927555,0532-85885050,0532-85892555,svw14230@126.com,0532-85885050,0532-85892555,120.432215,36.074397,2,1,132,148,97.97,145,/,/,空,/,/,空,/,/,空,/,/,空,91.89,136,1.35,2
2250217,青岛天福汽车实业有限公司,4S店,山东省青岛市胶州市海尔大道88号,266300,0532-85261207,/,0532-87661666,0532-85272999,0532-85261207,svw_tianbang@163.com,0532-85272999,0532-85261207,120.054449,36.273703,2,1,156,169,98.81,167,10,0,空,10,.34,上,10,0,空,10,.34,上,92.3,156,0,0
3250203,青岛神龙潮汽车销售有限公司,4S店,山东省青岛莱西市水集街道办事处青岛路北端（工贸开发区内）,266600,/,/,/,/,/,qdslc_auto@163.com,/,/,120.503585,36.908065,2,1,155,170,97.05,165,10,0,空,10,.34,上,10,0,空,10,.34,上,92.35,157,.58,1
2250601,青州亿利达汽车销售服务有限公司,4S店,山东省潍坊市青州市玲珑山北路2199号,262500,0536-3291219,/,0536-3257222,0536-3291587,0536-3291219,qzsvw_123@hotmail.com,0536-3299959,0536-3291219,118.489557,36.734497,4,1,362,394,98.98,390,/,/,空,/,/,空,/,/,空,/,/,空,92.38,364,.25,1
2250605,潍坊广博汽车销售服务有限公司,4S店,山东省潍坊市奎文区潍州路369号,261051,0536-8817200,/,0536-8808205,0536-8806847,0536-8817200,sd2250605@163.com,0536-8806847,0536-8817200,119.13833,36.646536,1,3,2078,2270,98.32,2232,9.9,.07,上,9.92,.23,上,9.85,.18,上,9.85,.03,上,92.51,2100,.48,11
2250611,寿光广潍汽车销售服务有限公司,4S店,山东省潍坊市寿光市文家医院西800米路南,262700,0536-5500060,/,0536-5509999,0536-5501111,0536-5500060,svwsggw@126.com,0536-5501111,0536-5500060,118.703264,36.893283,1,2,727,756,99.33,751,10,1.03,上,10,1.03,上,9.5,3.44,下,10,1.48,上,96.16,727,0,0
2250612,潍坊市国信汽车销售有限公司,4S店,山东省潍坊市寒亭区海龙路2618号,261031,0536-7393777,/,0536-7392666,0536-7393777,0536-7393777,svw_wfgx@163.com,0536-7393777,0536-7393777,119.192868,36.762409,1,2,605,626,99.36,622,/,/,空,/,/,空,/,/,空,/,/,空,96.64,605,0,0
2250613,临朐广发汽车销售服务有限公司,4S店,山东省潍坊市临朐县东城街道东虹路以西、竹寺路以北,262600,0536-2190300,/,0536-2190222,0536-2193222,0536-2190300,linquguangfa@126.com,0536-2193222,0536-2190300,118.580685,36.468894,5,1,552,593,98.65,585,9.71,1.85,下,9.42,4.74,下,9.71,1.27,下,9.71,1.41,下,93.08,552,0,0
2250614,昌乐亿达汽车销售服务有限公司,4S店,山东省潍坊市昌乐县朱刘街道309国道南侧、侯家庄路西侧,262404,0536-6710802,/,0536-6677111,0536-6678111,0536-6710802,changleyida@126.com,0536-6678111,0536-6710802,118.888424,36.724576,1,1,79,93,97.84,91,/,/,空,/,/,空,/,/,空,/,/,空,87.09,81,1.07,1
2250616,昌邑广潍广博汽车销售服务有限公司,4S店,山东省昌邑市烟汕路与石化路交汇处,261300,0536-7115973,/,0536-7725555,0536-7735333,0536-7115973,sd2250616@163.com,0536-7735333,0536-7115973,119.371248,36.836561,5,1,415,432,99.53,430,/,/,空,/,/,空,/,/,空,/,/,空,96.99,419,.46,2
2250617,诸城市诚达汽车销售有限公司,4S店,山东省潍坊市诸城市东外环路北段东侧,262200,0536-6076752,重新入网2250609,/,/,0536-6076752,zcchengda@163.com,/,0536-6076752,119.438231,36.027253,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3250602,安丘市远大汽车销售有限公司,直营店,山东省潍坊市安丘市城北交警中队西临（206国道）,262100,0536-4372477,/,0536-4382477,0536-4382477,0536-4372477,anqiuyuanda@163.com,0536-4285050,0536-4372477,119.198979,36.480727,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2250400,枣庄鲁沪旧机动车交易有限公司,4S店,山东省枣庄市薛城区（高新区）光明西路305号,277800,0632-8691178,/,0632-8696888,0632-8692869,0632-8691178,poyuzzh@263.net,0632-8692869,0632-8691178,117.294532,34.813255,5,1,434,452,99.11,448,/,/,空,/,/,空,/,/,空,/,/,空,96.46,436,.22,1
2250405,枣庄裕宝汽车销售服务有限公司,4S店,山东省枣庄市高新区张范街道北于村光明大道北,277000,0632-8268899,重新入网2250404,/,/,0632-8268899,zzyblwx@163.com,/,0632-8268899,117.434771,34.833496,1,1,1,2,100,2,/,/,空,/,/,空,/,/,空,/,/,空,50,1,0,0
2250403,滕州鼎源汽车销售维修有限公司,4S店,山东省枣庄市滕州市新世纪民营经济园区,277500,0632-5667719,/,0632-5667598,0632-5667988,0632-5667719,tz_svw@163.com,0632-5667988,0632-5667719,117.178651,35.06259,1,2,759,830,98.91,821,10,0,空,10,0,空,10,0,空,10,0,空,92.16,765,.36,3
3450502,焦作市泉达汽车销售服务有限公司沁阳分公司,直营店,河南省沁阳市常付路新一中西邻,454550,0391-5297776,/,0391-5285886,0391-5297771,0391-5297776,vwquandaqinyang@sina.com,0391-5297771,0391-5297776,112.909707,35.103042,1,1,2,2,100,2,/,/,空,/,/,空,/,/,空,/,/,空,100,2,0,0
3450504,焦作市国华汽车销售服务有限公司温县分公司,专营店,河南省焦作市温县司马大道北段顺风汽车城院内,454850,/,/,0391-6168368,/,/,394056346@qq.com,/,/,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3450505,焦作市国华汽车销售服务有限公司修武分公司,专营店,河南省焦作市修武县汽车站楼下,454350,/,/,0391-7172000,/,/,394056346@qq.com,/,/,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2450500,焦作市泉达汽车销售服务有限公司,4S店,河南省焦作市高新区神州路2666号,454003,0391-3681688,/,0391-3567888,0391-3567828,0391-3681688,quanda0391@vip.sina.com,0391-3567818,0391-3681688,113.26287,35.182611,1,2,739,775,98.83,766,10,.42,上,10,.96,上,9.71,1.92,下,10,.74,上,95.35,739,0,0
2450501,焦作市国华汽车销售服务有限公司,4S店,河南省焦作市山阳区建设东路墙南村东400米,454000,0391-8769003,/,0391-2636111,0391-2635111,0391-8769003,ljp19888@163.com,0391-2635111,0391-8769003,113.295394,35.251225,3,2,1009,1051,99.42,1045,9.6,3.59,下,9.6,3.07,下,9.6,3.07,下,9.2,7.31,下,96.19,1011,.09,1
3450501,焦作市泉达汽车销售服务有限公司孟州分公司,直营店,河南省孟州市河阳办事处上段村,454750,0391-8579168,/,0391-8579955,0391-8579110,0391-8579168,quanda0391@vip.sina.com,0391-8579110,0391-8579168,112.819726,34.927527,1,1,1,4,100,4,/,/,空,/,/,空,/,/,空,/,/,空,75,3,25,1
3451302,南阳市恒康景程汽车销售服务有限公司,直营店,河南省南阳市西峡县工业大道南段西侧,473035,0377-63115757,/,/,/,0377-63115757,Svw1924@vip.163.com,/,0377-63115757,0,0,1,1,61,66,100,66,/,/,空,/,/,空,/,/,空,/,/,空,92.42,61,0,0
2451303,南阳市恒康汽车服务有限责任公司,4S店,河南省南阳市宛城区长江路中段779号,473000,0377-63115757,/,0377-63118999,0377-63118110,0377-63115757,svw1924@vip.163.com,0377-63118110,0377-63115757,112.568003,32.981766,5,2,1601,1699,98.7,1677,9.98,.08,下,9.95,.22,下,9.97,.12,下,9.95,.26,下,94.58,1607,.17,3
2451305,南阳市恒康锦程汽车服务有限公司,4S店,河南省南阳市宛城区312国道与独山大道交叉口东500米路南,473000,0371-61887788,/,0371-61889888,0371-61887999,0371-61887788,svw1937@v163.com,0371-61887999,0371-61887788,112.581339,33.034652,3,3,2724,2815,99.28,2795,10,.05,上,9.99,.12,上,10,.07,上,9.99,.15,上,96.83,2726,.03,1
2451306,南阳威佳众隆汽车销售服务有限公司,4S店,河南省南阳市建设西路与百里奚路交叉口东南角,473000,0377-60895777,/,0377-60893333,0377-60892222,0377-60895777,13838786166@139.com,0377-60892222,0377-60895777,112.517233,33.008897,5,2,1459,1551,98,1520,10,.05,上,10,.18,上,10,.07,上,10,.2,上,94.58,1467,.25,4
2451307,邓州恒信众和汽车销售服务有限公司,4S店,河南省南阳市邓州市迎宾大道与207国道交叉口西南角附3号,474150,0377-60871200,/,0377-60871000,0377-60871333,0377-60871200,anlei850217@163.com,0377-60871333,0377-60871200,112.120923,32.678652,1,1,53,73,97.26,71,/,/,空,/,/,空,/,/,空,/,/,空,83.56,61,5.47,4
3450102,河南健坤汽车销售服务有限公司,直营店,河南省新密市嵩山大道与密州大道交叉口东100米路北,343000,0371-69813318,/,0371-5560555,/,0371-69813318,svw1925@163.com,0371-69826507,0371-69813318,0,0,1,1,1,1,100,1,/,/,空,/,/,空,/,/,空,/,/,空,100,1,0,0
2450101,河南裕华上联汽车销售服务有限公司,4S店,河南省郑州市管城回族区城东南路118号,450009,0371-66828559,/,0371-66817777,0371-66819405,0371-66828559,hnyhsl@163.com,0371-66819405,0371-66828559,113.696632,34.732686,1,3,1922,2018,98.86,1995,10,.42,上,10,.96,上,10,.96,上,10,.74,上,96.03,1938,.39,8
2450109,河南安吉汽车销售有限公司,4S店,河南省郑州市郑东新区航海东路与第七大街交叉口北100米路东,450016,0371-86028880,/,0371-60229922,0371-60229911,0371-86028880,hnanji@126.com,0371-60229911,0371-86028880,113.767761,34.729014,1,3,2043,2225,98.78,2198,10,.42,上,9.95,.54,上,9.83,.68,下,9.91,.07,下,92.26,2053,.22,5
2450110,郑州恒信德龙众和汽车销售服务有限公司,4S店,河南省郑州市管城回族区十八里河镇大王庄村文治路与鼎尚街交叉口西南角,450000,0371-55023039,/,0371-55555563,0371-53720999,0371-55023039,svwzzzh@163.com,0371-53720999,0371-55023039,113.71666,34.696025,1,2,767,845,96.92,819,9.33,6.26,下,9.33,5.76,下,9.33,5.76,下,9.33,5.97,下,92.18,779,.71,6
2450102,河南豫港华诚汽车销售服务有限公司,4S店,河南省郑州市金水区花园路148号,450000,0371-65753838,/,0371-60536688,0371-65729281,0371-65753838,yugangxs@126.com,0371-65729281,0371-65753838,113.687352,34.811558,2,2,891,965,98.44,950,10,.42,上,10,.96,上,10,.96,上,10,.74,上,93.16,899,.41,4
2450106,郑州聚龙实业发展有限公司,4S店,河南省郑州市郑东新区商都路与通泰路交叉口向南200米路西,450000,0371-66160103,/,0371-65972266,0371-65972255,0371-66160103,zzjulong@shou.com,0371-65972255,0371-66160103,113.739359,34.75141,1,3,1932,2023,99.3,2009,10,.42,上,10,.96,上,10,.96,上,10,.74,上,95.69,1936,.09,2
2450111,河南天顺成汽车销售服务有限公司,4S店,河南省郑州市郑东新区龙子湖街道办事处柳园口村老薛庵村北,450000,0371-56590056,/,0371-56590000,0371-56591111,0371-56590056,svwzxn@sina.com,0371-56591111,0371-56590056,113.848413,34.78202,5,2,1639,1713,99.24,1700,10,.42,上,9.33,5.76,下,10,.96,上,9.33,5.97,下,96.14,1647,.23,4
2450105,郑州东泰汽车销售服务有限公司,4S店,河南省郑州市中原区西环路中段,450007,0371-67661133,/,0371-67661122,0371-67661111,0371-67661133,zzxs2450105@126.com,0371-67661111,0371-67661133,113.591797,34.767824,5,2,1664,1729,99.19,1715,9.96,.03,上,9.9,.01,下,9.96,.56,上,9.96,.35,上,96.81,1674,.28,5
2450113,郑州市东锦汽车销售服务有限公司,4S店,河南省郑州市中原区中原路西四环向西3000米路北大中原汽车城,450000,0371-55022111,/,/,/,0371-55022111,86199789@qq.com,/,0371-55022111,113.61285,34.748257,1,1,43,49,97.95,48,10,.42,上,10,.96,上,10,.96,上,10,.74,上,91.83,45,2.04,1
2450112,郑州德道汽车销售服务有限公司,4S店,河南省郑州市二七区西四环与石武高铁交叉口向北200米路西,450000,0371-86566622,/,0371-55085555,0371-55085555,0371-86566622,svw1948@126.com,0371-55085555,0371-86566622,113.529881,34.774225,3,2,1012,1066,98.68,1052,10,.42,上,10,.96,上,10,.96,上,10,.74,上,95.3,1016,.18,2
2450115,郑州博业汽车销售服务有限公司,4S店,河南省郑州市惠济区桥南新区金桥路1号3号楼1层,450000,0371-65637314,重新入网2450107,0371-65780466,/,0371-65637314,zzbyqc@sina.com,/,0371-65637314,113.664567,34.874474,1,1,14,16,93.75,15,8,19.65,下,8,19.23,下,8,19.23,下,8,19.4,下,87.5,14,0,0
3450103,郑州东泰汽车销售服务有限公司巩义分公司,直营店,河南省巩义市紫荆路与河洛路交叉口东500米,451250,0371-67661133,/,0371-64408111,0371-64421706,0371-67661133,svw1922@163.com,0371-64421706,0371-67661133,113.039531,34.783732,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3450104,河南豫港华诚汽车销售服务有限公司新郑分公司,直营店,河南省新郑市新村镇郑新路422号,451100,0371-62628828,/,/,/,0371-62628828,svwskdyy@!26.com,/,0371-62628828,113.735477,34.428845,1,1,9,10,100,10,/,/,空,/,/,空,/,/,空,/,/,空,90,9,0,0
2450114,郑州东泰润通汽车销售服务有限公司,4S店,河南省郑州市荥阳市万山路中原路交叉口向北100米路西南段,450100,/,/,/,/,/,xydtxs@163.com,/,/,/,/,1,1,2,3,100,3,10,.42,上,10,.96,上,9.33,5.76,下,10,.74,上,66.66,2,0,0
3450201,开封金源汽车销售服务有限公司开封县分公司,专营店,河南省开封市开封县城关镇人民路315号,475000,0371-26688186,/,0371-26688186,/,0371-26688186,48098323@qq.com,/,0371-26688186,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3450202,开封金源汽车销售服务有限公司杞县分公司,专营店,河南省杞县南环路高阳路口东400米路南 ,475000,0371-23220055,/,0371-23220055,/,0371-23220055,kfjy2009@163.com,/,0371-23220055,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3450203,开封金源汽车销售服务有限公司通许分公司,专营店,河南省通许县七里湾中医院北1000米路西  ,475000,0371-24316556,/,0371-24316556,/,0371-24316556,kfjy2009@163.com,/,0371-24316556,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3450204,开封金源汽车销售服务有限公司尉氏分公司,专营店,河南省开封市尉氏县建设路北段韩庄村,475000,0371-22585333,/,0371-22585111,/,0371-22585333,/,/,0371-22585333,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2450200,开封金源汽车销售服务有限公司,4S店,河南省开封市金明区金明大道与东京大道中心花坛东100米,475000,0371-22585333,/,0371-22585111,0371-22585222,0371-22585333,kfjy2009@163.com,0371-22585222,0371-22585333,114.311609,34.82979,5,1,526,601,96.83,582,10,.42,上,9.81,.87,下,10,.96,上,9.81,1.08,下,89.85,540,1.16,7
2450202,开封博宇汽车销售服务有限公司,4S店,河南省开封市集英街与魏都路交叉口,475000,0371-23712222,/,/,/,0371-23712222,svw1967@163.com,/,0371-23712222,/,/,1,1,1,1,100,1,/,/,空,/,/,空,/,/,空,/,/,空,100,1,0,0
3451401,商丘恒昌汽车销售服务有限公司睢县分公司,专营店,河南省商丘市睢县东关转盘南100米路西,476900,0370-8469566,/,0370-8469288,/,0370-8469566,834350036@qq.com,0370-8112066,0370-8469566,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3451405,商丘恒昌夏邑专营店,专营店,*,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2451400,商丘恒昌汽车销售服务有限公司,4S店,河南省商丘市梁园区民主西路与金桥路交汇处北200米路东,476000,0370-2236169,/,0370-2267361,0370-2232218,0370-2236169,kkpfqfeeq@163.com,0370-2232218,0370-2236169,115.602517,34.450221,4,1,393,427,97.89,418,/,/,空,/,/,空,/,/,空,/,/,空,92.5,395,.23,1
2451405,永城翼嘉汽车销售服务有限公司,4S店,永城市产业集聚区天联汽车城,476600,0370-6989533,/,/,/,0370-6989533,yjsqdz6989888@163.com,/,0370-6989533,102.70835,25.01284,1,1,20,27,96.29,26,/,/,空,/,/,空,/,/,空,/,/,空,81.48,22,3.7,1
2451406,商丘乐成汽车销售服务有限公司,4S店,河南省商丘市开发区北海路与富商大道交叉处南200米路西,476000,/,重新入网2451404,/,/,/,Lerensqlc001@126.com,/,/,/,/,1,1,5,8,100,8,10,.42,上,10,.96,上,10,.96,上,10,.74,上,62.5,5,0,0
3451101,漯河新驭乐汽车销售服务有限公司临颍分公司,专营店,河南省漯河市临颍县107国道与一环路交汇处向北50米路西,462600,0395-5560883,/,0395-2158111,/,0395-5560883,116111527@qq.com,0395-2158111,0395-5560883,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2451101,漯河新驭乐汽车销售服务有限公司,4S店,河南省漯河市源汇区107国道与漯舞路交汇处北侧,462000,0395-2137333,/,0395-2152777,0395-2158111,0395-2137333,svw1917@126.com,0395-2158111,0395-2137333,114.00586,33.557145,1,2,601,631,99.04,625,10,.42,上,10,.96,上,10,.96,上,10,.74,上,95.56,603,.15,1
3451702,驻马店市天成汽车销售服务有限公司西平分公司,专营店,河南省驻马店市西平县迎宾大道西段 ,463900,0396-6268666,/,0396-6268666,0396-6223240,0396-6268666,28719305@qq.com,0396-6223240,0396-6268666,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3451704,驻马店市天成汽车销售服务有限公司泌阳分公司,专营店,河南省驻马店市泌阳县泌驻公路县加油站北500米路东,463700,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3451706,驻马店市天浩汽车销售服务有限公司平舆分公司,专营店,河南省驻马店市平舆县清河大道中段西侧,463400,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3451705,驻马店市天成汽车销售服务有限公司汝南分公司,专营店,河南省驻马店市汝南县西客站斜对面立马广场院内,463000,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3451703,驻马店市天成汽车销售服务有限公司新蔡分公司,专营店,河南省驻马店市新蔡县平铺村新交警队西50米路南,463500,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2451701,驻马店市天成汽车销售服务有限公司,4S店,河南省驻马店市驿城区白桥路南段52号,463000,0396-2955018,/,0396-2955999,0396-2955794,0396-2955018,svw1911@163.com,0396-2955668,0396-2955018,114.037114,32.945438,5,1,527,555,98.73,548,/,/,空,/,/,空,/,/,空,/,/,空,95.31,529,.18,1
2451702,驻马店市天浩汽车销售服务有限公司,4S店,河南省驻马店市驿城区中原大道与北泉路交叉口,463000,0396-2255000,/,0396-2255111,0396-2255222,0396-2255000,svw1953@163.com,0396-2255222,0396-2255000,114.019844,33.376179,3,1,269,281,99.28,279,/,/,空,/,/,空,/,/,空,/,/,空,96.44,271,.35,1
